Age,Department,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome
25,Sales,19,2,Marketing,Male,36,1,Sales Representative,Married,1,Yes,3,3,1,2,3,1,0,0,0,2413
40,Sales,10,4,Marketing,Male,67,3,Sales Executive,Divorced,2,No,3,1,11,2,2,1,0,0,0,9705
26,Sales,1,3,Medical,Male,52,2,Sales Executive,Single,1,No,3,0,7,2,3,7,7,0,7,4294
41,Research & Development,6,3,Medical,Male,59,1,Laboratory Technician,Single,2,Yes,3,0,20,3,3,18,13,2,17,4721
36,Research & Development,2,4,Medical,Male,79,1,Laboratory Technician,Single,4,No,4,0,16,6,3,11,8,3,9,2519
19,Sales,21,3,Other,Male,37,1,Sales Representative,Single,1,Yes,3,0,1,3,4,1,0,0,0,2121
20,Research & Development,4,3,Technical Degree,Male,84,1,Laboratory Technician,Single,1,No,3,0,1,2,3,1,0,0,0,2973
31,Research & Development,12,3,Medical,Female,41,2,Healthcare Representative,Married,0,Yes,3,2,10,2,1,9,7,8,5,5855
40,Research & Development,9,4,Medical,Male,35,1,Research Scientist,Divorced,8,Yes,3,1,3,2,3,1,1,0,0,3617
32,Research & Development,3,4,Medical,Female,93,2,Manufacturing Director,Married,1,No,3,1,8,2,4,8,7,6,3,6725
36,Sales,3,1,Life Sciences,Male,51,3,Sales Executive,Married,1,Yes,3,1,16,6,3,16,7,3,7,10325
33,Research & Development,1,3,Life Sciences,Female,42,2,Healthcare Representative,Single,0,No,3,0,6,3,3,5,0,1,4,6949
37,Sales,1,4,Life Sciences,Male,46,3,Sales Executive,Married,5,No,3,0,17,2,1,14,1,11,7,10609
45,Research & Development,4,2,Life Sciences,Male,57,2,Laboratory Technician,Married,1,No,3,0,9,5,2,9,7,0,8,4447
29,Sales,20,3,Technical Degree,Female,84,1,Sales Representative,Married,1,No,3,1,3,5,3,3,1,0,2,2157
35,Sales,18,3,Medical,Female,86,2,Sales Executive,Married,1,No,3,0,5,3,3,5,2,1,0,4601
52,Research & Development,1,2,Life Sciences,Male,70,4,Manager,Married,2,No,3,1,26,2,2,9,8,7,8,17099
58,Research & Development,2,3,Technical Degree,Male,51,1,Research Scientist,Single,4,No,4,0,7,4,3,1,0,0,0,2479
53,Sales,2,2,Medical,Male,45,4,Manager,Divorced,6,No,3,1,22,3,4,17,13,15,2,14852
30,Sales,8,2,Other,Male,62,3,Sales Executive,Divorced,5,No,3,1,10,2,4,8,4,7,7,7264
38,Sales,10,3,Technical Degree,Female,85,2,Sales Executive,Single,1,Yes,3,0,6,1,3,5,3,1,3,5666
35,Sales,3,4,Life Sciences,Male,92,3,Sales Executive,Divorced,6,No,3,1,12,2,3,10,9,0,8,7823
39,Sales,2,5,Life Sciences,Male,41,3,Sales Executive,Single,0,No,3,0,9,3,3,8,7,0,7,7880
40,Sales,24,3,Life Sciences,Female,100,4,Sales Executive,Single,4,Yes,3,0,22,2,2,1,0,0,0,13194
47,Research & Development,16,4,Medical,Male,64,2,Manufacturing Director,Divorced,1,Yes,3,0,20,3,4,19,10,2,7,5067
36,Sales,8,4,Technical Degree,Male,84,2,Sales Executive,Divorced,4,No,3,2,12,3,3,7,7,0,7,5079
31,Research & Development,9,2,Medical,Male,46,1,Research Scientist,Single,0,Yes,4,0,4,0,3,3,2,1,2,2321
33,Sales,17,3,Life Sciences,Male,38,4,Manager,Single,1,No,3,0,10,2,3,10,8,6,0,17444
29,Research & Development,10,3,Life Sciences,Female,92,1,Research Scientist,Single,6,Yes,4,0,3,5,3,0,0,0,0,2404
33,Research & Development,13,1,Life Sciences,Female,53,1,Research Scientist,Single,3,No,3,0,5,4,3,3,2,0,2,3452
45,Research & Development,1,4,Medical,Female,91,1,Laboratory Technician,Divorced,3,No,3,2,8,2,3,5,3,0,2,2270
50,Research & Development,1,2,Medical,Male,66,4,Research Director,Divorced,9,No,4,1,32,1,2,5,4,1,3,17399
33,Research & Development,1,4,Other,Female,84,2,Healthcare Representative,Married,1,Yes,3,1,6,2,3,6,5,1,2,5488
41,Research & Development,9,3,Medical,Male,64,5,Research Director,Divorced,2,No,3,1,21,2,4,18,16,0,11,19419
27,Research & Development,16,4,Technical Degree,Female,37,1,Laboratory Technician,Married,9,No,3,1,4,2,3,2,2,2,2,2811
45,Research & Development,23,2,Life Sciences,Male,42,2,Laboratory Technician,Married,1,Yes,3,1,9,2,3,9,8,0,8,3633
47,Sales,4,2,Life Sciences,Female,83,2,Sales Executive,Single,1,Yes,3,0,9,0,3,9,0,0,7,4163
30,Research & Development,22,3,Life Sciences,Female,48,1,Research Scientist,Married,4,Yes,3,0,7,2,3,5,2,0,1,2132
50,Research & Development,24,3,Life Sciences,Male,95,4,Manufacturing Director,Married,3,Yes,3,1,22,2,3,12,11,1,5,13973
38,Research & Development,10,1,Medical,Male,66,1,Research Scientist,Married,0,No,3,1,3,0,2,2,1,0,2,2684
46,Research & Development,7,2,Medical,Male,75,3,Manufacturing Director,Divorced,6,No,3,1,13,3,3,8,7,0,7,10845
24,Research & Development,17,1,Medical,Female,41,2,Manufacturing Director,Divorced,1,No,3,2,5,6,3,4,2,3,2,4377
35,Research & Development,14,4,Other,Male,39,1,Laboratory Technician,Divorced,1,Yes,4,1,5,2,1,4,2,0,2,3743
31,Research & Development,1,1,Life Sciences,Female,96,2,Manufacturing Director,Married,1,No,3,1,4,1,3,4,3,0,3,4148
18,Research & Development,5,2,Life Sciences,Male,73,1,Research Scientist,Single,1,No,3,0,0,2,3,0,0,0,0,1051
54,Research & Development,17,3,Technical Degree,Female,56,3,Manufacturing Director,Married,8,No,3,1,22,2,3,10,7,0,8,10739
35,Research & Development,25,4,Medical,Female,57,3,Healthcare Representative,Divorced,1,Yes,3,1,16,3,2,16,10,10,1,10388
30,Research & Development,8,2,Life Sciences,Female,73,3,Research Director,Married,0,Yes,3,3,9,4,2,8,7,1,7,11416
20,Research & Development,11,3,Medical,Female,98,1,Research Scientist,Single,1,Yes,3,0,1,2,3,1,0,0,0,2600
30,Research & Development,5,3,Medical,Female,60,1,Laboratory Technician,Single,0,No,3,0,4,3,3,3,2,1,2,2422
26,Research & Development,2,2,Medical,Male,32,2,Manufacturing Director,Married,1,No,3,0,8,2,3,8,7,1,3,5472
22,Research & Development,8,1,Life Sciences,Male,94,1,Laboratory Technician,Married,1,No,3,1,4,3,2,4,3,1,1,2451
48,Research & Development,6,3,Life Sciences,Male,97,2,Healthcare Representative,Single,2,No,3,0,19,0,3,2,2,2,2,4240
48,Research & Development,4,4,Life Sciences,Male,78,3,Healthcare Representative,Single,7,No,3,0,27,3,3,15,11,4,8,10999
41,Research & Development,7,2,Medical,Female,42,2,Manufacturing Director,Single,6,No,3,0,8,6,3,2,2,2,1,5003
39,Research & Development,1,1,Life Sciences,Female,65,4,Manufacturing Director,Married,1,No,3,1,21,3,3,21,6,11,8,12742
27,Research & Development,2,4,Life Sciences,Female,47,2,Manufacturing Director,Married,0,No,3,1,4,2,3,3,2,2,2,4227
35,Research & Development,10,3,Other,Male,45,1,Laboratory Technician,Divorced,1,No,4,1,3,4,2,3,2,1,2,3917
42,Sales,5,2,Marketing,Male,90,5,Manager,Married,6,No,3,0,21,3,4,1,0,0,0,18303
50,Research & Development,9,3,Life Sciences,Male,64,1,Laboratory Technician,Married,4,No,3,0,8,5,3,1,0,0,0,2380
59,Research & Development,2,3,Life Sciences,Female,69,4,Manufacturing Director,Single,3,Yes,3,0,30,4,3,5,3,4,3,13726
37,Research & Development,11,2,Medical,Female,61,2,Healthcare Representative,Married,5,No,3,0,15,2,1,1,0,0,0,4777
55,Research & Development,18,4,Medical,Male,62,2,Healthcare Representative,Married,3,Yes,3,2,17,3,3,8,7,6,7,6385
41,Research & Development,7,1,Life Sciences,Female,55,5,Research Director,Divorced,1,No,4,2,21,3,3,21,16,5,10,19973
38,Sales,3,4,Life Sciences,Male,42,2,Sales Executive,Single,8,Yes,3,0,19,1,3,1,0,0,0,6861
26,Sales,29,2,Medical,Male,79,2,Sales Executive,Single,8,No,3,0,7,6,3,2,2,2,2,4969
52,Sales,2,1,Marketing,Female,57,5,Manager,Married,1,No,3,1,33,3,3,32,14,6,9,19845
44,Sales,28,3,Medical,Female,53,4,Sales Executive,Married,3,Yes,3,1,23,2,3,12,11,11,11,13320
50,Sales,1,3,Life Sciences,Female,95,2,Sales Executive,Married,0,No,3,1,19,3,3,18,7,0,13,6347
36,Research & Development,16,4,Life Sciences,Female,43,1,Laboratory Technician,Single,1,No,3,0,18,1,3,17,13,15,14,2743
39,Research & Development,22,3,Medical,Female,82,3,Manufacturing Director,Single,1,Yes,3,0,21,2,3,21,6,2,8,10880
33,Sales,8,1,Life Sciences,Female,88,1,Sales Representative,Single,0,No,3,0,3,2,2,2,2,2,2,2342
45,Sales,11,2,Life Sciences,Female,90,4,Manager,Married,3,No,3,1,26,4,4,9,3,1,1,17650
32,Research & Development,29,4,Medical,Female,69,1,Laboratory Technician,Single,9,No,3,0,10,2,3,8,7,7,7,4025
34,Sales,1,4,Marketing,Male,75,2,Sales Executive,Divorced,0,No,3,1,16,2,2,15,1,0,9,9725
59,Sales,1,2,Technical Degree,Male,66,3,Manager,Married,3,Yes,3,1,14,1,1,6,4,0,4,11904
45,Human Resources,24,4,Medical,Male,36,1,Human Resources,Single,1,No,3,0,6,3,3,6,3,0,4,2177
53,Sales,2,3,Marketing,Female,38,3,Sales Executive,Married,2,No,3,1,30,2,3,15,7,6,12,7525
36,Research & Development,15,3,Other,Male,81,2,Laboratory Technician,Divorced,7,No,3,1,9,3,2,1,0,0,0,4834
26,Research & Development,2,3,Life Sciences,Male,57,1,Research Scientist,Married,6,Yes,3,1,6,2,3,3,2,1,2,2042
34,Sales,10,4,Life Sciences,Female,87,1,Sales Representative,Married,1,Yes,3,1,1,2,3,1,1,0,0,2220
28,Sales,10,1,Medical,Male,74,1,Sales Representative,Married,1,No,4,0,1,5,3,1,0,0,0,1052
38,Research & Development,3,4,Other,Male,44,1,Research Scientist,Married,3,No,3,1,8,2,3,2,2,2,2,2821
50,Research & Development,2,4,Medical,Male,62,5,Research Director,Married,2,Yes,3,1,29,2,2,8,1,7,7,19237
37,Research & Development,3,3,Other,Female,35,2,Healthcare Representative,Single,3,No,3,0,8,3,2,4,3,0,1,4107
40,Sales,26,3,Marketing,Male,74,2,Sales Executive,Married,1,No,3,1,8,3,2,7,7,7,5,8396
26,Research & Development,1,1,Medical,Female,66,1,Research Scientist,Divorced,1,No,3,2,5,5,3,5,3,1,3,2007
46,Research & Development,1,4,Medical,Male,40,5,Research Director,Divorced,9,No,3,2,23,0,3,2,2,2,2,19627
54,Sales,2,4,Life Sciences,Female,41,3,Sales Executive,Married,6,No,3,1,13,4,3,9,4,7,0,10686
56,Research & Development,9,3,Medical,Female,63,1,Research Scientist,Married,2,No,3,1,18,4,3,5,4,0,3,2942
36,Research & Development,12,5,Medical,Female,51,3,Manufacturing Director,Single,0,No,3,0,15,2,2,14,8,7,8,8858
55,Research & Development,2,1,Medical,Male,40,4,Manager,Single,7,No,3,0,31,3,4,9,7,6,2,16756
43,Sales,25,3,Medical,Male,79,3,Sales Executive,Divorced,5,No,3,1,18,5,3,1,0,0,0,10798
20,Sales,9,3,Marketing,Female,54,1,Sales Representative,Single,1,Yes,3,0,2,3,3,2,2,0,2,2323
21,Research & Development,10,3,Life Sciences,Female,36,1,Laboratory Technician,Single,1,No,3,0,1,6,2,1,0,1,0,1416
46,Research & Development,8,4,Life Sciences,Female,74,2,Research Scientist,Divorced,8,Yes,4,3,19,2,3,16,13,1,7,4615
51,Research & Development,4,4,Life Sciences,Male,34,1,Research Scientist,Married,9,Yes,3,3,18,2,4,10,0,2,7,2461
28,Research & Development,24,2,Technical Degree,Male,72,3,Healthcare Representative,Single,1,No,3,0,10,2,2,10,7,1,9,8722
26,Research & Development,1,2,Medical,Male,59,1,Laboratory Technician,Married,1,No,3,2,6,2,3,5,3,1,3,3955
30,Research & Development,20,3,Other,Male,85,2,Manufacturing Director,Married,0,No,3,1,7,1,2,6,2,0,2,9957
41,Research & Development,7,2,Technical Degree,Female,43,1,Research Scientist,Married,1,No,3,0,10,3,3,10,6,0,8,3376
38,Research & Development,17,1,Life Sciences,Female,65,3,Healthcare Representative,Married,0,No,3,1,20,4,2,19,9,1,9,8823
40,Research & Development,20,4,Technical Degree,Male,61,3,Healthcare Representative,Married,4,No,4,1,14,6,3,11,10,11,1,10322
27,Research & Development,8,5,Life Sciences,Male,87,1,Laboratory Technician,Married,1,No,3,3,3,4,3,3,2,1,2,4621
55,Research & Development,2,1,Life Sciences,Male,65,3,Manufacturing Director,Married,3,No,3,1,23,4,3,3,2,1,2,10976
28,Research & Development,10,3,Other,Female,59,2,Research Scientist,Single,3,No,3,0,10,4,4,8,7,1,7,3660
44,Human Resources,1,2,Medical,Male,91,3,Human Resources,Married,9,No,3,1,24,1,3,20,6,3,6,10482
33,Research & Development,5,3,Life Sciences,Male,34,3,Healthcare Representative,Divorced,4,No,3,1,9,2,3,3,2,1,2,7119
35,Sales,4,3,Technical Degree,Male,86,3,Sales Executive,Single,0,Yes,4,0,9,2,3,8,7,4,7,9582
33,Research & Development,29,4,Medical,Female,54,2,Research Scientist,Single,1,No,4,0,14,4,3,13,7,3,8,4508
28,Research & Development,15,2,Life Sciences,Male,50,1,Laboratory Technician,Divorced,1,No,3,1,4,5,2,4,2,2,2,2207
34,Research & Development,3,1,Life Sciences,Male,45,2,Healthcare Representative,Single,0,No,3,0,7,1,2,6,2,0,4,7756
37,Sales,10,4,Life Sciences,Female,88,2,Sales Executive,Divorced,2,Yes,3,3,8,5,3,1,0,0,0,6694
25,Research & Development,4,1,Technical Degree,Male,32,1,Laboratory Technician,Married,1,Yes,3,1,7,3,4,7,7,5,6,3691
26,Research & Development,21,3,Medical,Male,37,1,Laboratory Technician,Divorced,1,No,4,1,1,0,2,1,1,0,0,2377
33,Research & Development,25,3,Medical,Male,55,1,Research Scientist,Single,4,Yes,4,0,5,0,3,2,2,2,2,2313
42,Research & Development,2,2,Medical,Male,35,4,Manager,Married,0,No,3,1,23,3,3,22,6,13,7,17665
28,Research & Development,1,3,Medical,Male,45,1,Laboratory Technician,Divorced,1,No,3,2,1,2,3,1,0,0,0,2596
50,Sales,1,4,Other,Male,81,2,Sales Executive,Single,3,Yes,3,0,5,4,3,0,0,0,0,4728
33,Sales,7,3,Life Sciences,Female,30,2,Sales Executive,Married,0,No,3,1,4,3,3,3,2,0,2,4302
34,Research & Development,3,4,Life Sciences,Male,40,1,Research Scientist,Married,3,No,3,3,6,2,3,0,0,0,0,2979
48,Research & Development,1,4,Medical,Male,35,4,Manager,Single,2,No,4,0,27,3,2,5,4,2,1,16885
45,Sales,9,4,Life Sciences,Female,65,2,Sales Executive,Married,1,No,3,1,15,2,3,15,10,4,12,5593
52,Research & Development,7,4,Life Sciences,Male,87,3,Healthcare Representative,Single,7,No,3,0,18,4,3,8,6,4,0,10445
38,Sales,10,4,Marketing,Male,73,3,Sales Executive,Divorced,0,Yes,3,2,9,2,3,8,7,2,7,8740
29,Research & Development,28,4,Life Sciences,Female,93,1,Research Scientist,Divorced,4,No,4,1,11,1,3,7,5,1,7,2514
28,Research & Development,3,3,Medical,Female,93,3,Manufacturing Director,Divorced,0,No,3,3,10,3,2,9,7,1,7,7655
46,Sales,3,1,Marketing,Male,52,4,Manager,Married,3,No,3,1,23,3,3,12,9,4,9,17465
38,Sales,2,2,Marketing,Male,32,3,Sales Executive,Single,7,No,3,0,10,2,3,1,0,0,0,7351
43,Research & Development,27,3,Life Sciences,Female,83,3,Manufacturing Director,Married,8,No,3,1,18,1,3,8,7,0,1,10820
39,Research & Development,2,3,Life Sciences,Male,84,4,Healthcare Representative,Divorced,7,No,3,3,21,4,3,18,7,11,5,12169
40,Research & Development,14,3,Medical,Male,44,5,Research Director,Single,1,No,3,0,21,2,4,20,7,4,9,19626
21,Research & Development,1,1,Technical Degree,Female,70,1,Research Scientist,Single,1,Yes,3,0,2,6,4,2,2,2,2,2070
39,Research & Development,9,3,Life Sciences,Male,70,2,Laboratory Technician,Single,9,No,3,0,9,2,2,5,4,0,3,6782
36,Research & Development,18,4,Life Sciences,Male,78,2,Manufacturing Director,Single,2,No,4,0,18,0,3,11,9,0,9,7779
31,Sales,20,3,Life Sciences,Male,67,1,Sales Representative,Married,0,No,3,1,3,4,3,2,2,2,2,2791
28,Research & Development,2,1,Life Sciences,Male,67,1,Research Scientist,Married,0,No,3,0,6,2,1,5,3,0,4,3201
35,Sales,11,2,Marketing,Male,54,2,Sales Executive,Divorced,1,No,3,1,5,3,3,5,2,0,2,4968
49,Sales,8,4,Technical Degree,Male,56,4,Sales Executive,Married,6,No,3,1,22,3,3,9,8,2,3,13120
34,Research & Development,2,2,Life Sciences,Male,95,2,Manufacturing Director,Single,2,No,3,0,5,3,2,3,2,0,2,4033
29,Research & Development,10,3,Life Sciences,Female,61,1,Research Scientist,Divorced,0,No,3,2,8,2,2,7,5,1,1,3291
42,Research & Development,29,3,Medical,Male,56,2,Laboratory Technician,Single,4,No,3,0,16,3,3,1,0,0,0,4272
29,Research & Development,8,1,Medical,Male,79,2,Manufacturing Director,Married,1,Yes,3,1,10,2,2,10,7,1,2,5056
38,Human Resources,1,3,Human Resources,Male,37,1,Human Resources,Married,1,No,3,1,7,2,4,7,6,5,0,2844
28,Research & Development,6,3,Life Sciences,Male,39,1,Research Scientist,Divorced,1,Yes,3,1,3,2,3,3,1,0,2,2703
18,Research & Development,8,1,Medical,Male,80,1,Laboratory Technician,Single,1,No,3,0,0,0,3,0,0,0,0,1904
33,Sales,9,4,Marketing,Female,77,2,Sales Executive,Single,0,Yes,3,0,6,3,3,5,2,0,3,8224
41,Research & Development,12,4,Life Sciences,Male,46,1,Laboratory Technician,Married,3,Yes,3,1,6,4,3,1,0,0,0,4766
31,Research & Development,15,3,Medical,Male,72,1,Laboratory Technician,Married,1,No,3,1,2,5,2,2,2,2,2,2610
37,Research & Development,25,2,Medical,Female,52,2,Healthcare Representative,Divorced,7,No,3,2,9,2,3,6,2,1,3,5731
27,Research & Development,6,3,Life Sciences,Male,55,1,Research Scientist,Married,1,No,3,1,4,0,3,4,2,2,2,2539
34,Sales,9,1,Life Sciences,Female,70,2,Sales Executive,Married,1,No,4,0,6,3,2,6,5,1,3,5714
35,Human Resources,8,4,Technical Degree,Male,100,1,Human Resources,Single,1,No,3,0,6,2,1,5,4,1,4,4323
29,Sales,23,1,Life Sciences,Female,45,3,Sales Executive,Married,1,No,3,1,11,3,1,11,8,3,10,7336
40,Research & Development,9,4,Medical,Female,88,3,Research Director,Single,9,No,3,0,20,3,2,18,7,2,13,13499
42,Sales,12,3,Life Sciences,Male,44,4,Sales Executive,Single,0,Yes,3,0,22,2,2,21,9,13,14,13758
42,Sales,4,4,Marketing,Male,45,2,Sales Executive,Single,7,No,3,0,9,3,4,6,4,1,5,5155
35,Research & Development,1,4,Medical,Male,58,1,Laboratory Technician,Married,6,No,3,1,10,2,3,8,0,1,7,2258
24,Research & Development,24,3,Medical,Male,49,1,Laboratory Technician,Single,8,No,4,0,6,2,3,4,3,1,2,3597
28,Research & Development,12,1,Life Sciences,Female,79,1,Laboratory Technician,Married,1,Yes,3,0,1,4,2,1,1,0,0,2515
26,Research & Development,3,4,Medical,Male,82,1,Laboratory Technician,Married,1,No,4,1,8,2,3,8,7,0,7,4420
30,Sales,10,3,Marketing,Male,72,2,Sales Executive,Married,1,No,3,1,10,3,3,10,3,1,4,6578
40,Research & Development,26,2,Medical,Female,92,2,Research Scientist,Married,3,Yes,3,1,16,3,1,1,1,0,0,4422
35,Research & Development,2,3,Life Sciences,Male,44,3,Manufacturing Director,Divorced,2,No,3,1,15,2,4,7,7,6,4,10274
34,Research & Development,1,3,Medical,Male,97,2,Healthcare Representative,Single,0,No,4,0,14,3,3,13,9,4,9,5343
35,Research & Development,4,4,Other,Male,47,1,Laboratory Technician,Married,1,No,3,1,2,2,4,2,2,2,2,2376
43,Sales,9,3,Marketing,Female,85,2,Sales Executive,Single,8,No,3,0,7,2,2,4,3,1,3,5346
32,Sales,2,1,Life Sciences,Female,76,1,Sales Representative,Divorced,1,No,3,3,1,3,3,1,0,0,0,2827
56,Research & Development,4,4,Technical Degree,Female,92,5,Manager,Divorced,4,No,3,1,28,2,3,5,2,4,2,19943
29,Research & Development,6,1,Medical,Female,54,1,Laboratory Technician,Married,1,No,3,1,10,5,3,10,8,0,8,3131
19,Research & Development,9,2,Life Sciences,Male,54,1,Research Scientist,Single,1,No,4,0,1,4,3,1,1,0,0,2552
45,Research & Development,7,3,Medical,Female,83,1,Research Scientist,Married,4,Yes,3,1,7,2,2,3,2,0,2,4477
37,Research & Development,1,3,Life Sciences,Female,56,2,Manufacturing Director,Married,1,No,3,1,14,2,2,14,8,3,11,6474
20,Research & Development,3,3,Life Sciences,Male,87,1,Laboratory Technician,Single,1,No,3,0,2,2,2,2,2,1,2,3033
44,Research & Development,10,4,Life Sciences,Male,96,1,Research Scientist,Single,1,Yes,3,0,6,4,3,6,4,0,2,2936
53,Research & Development,7,2,Medical,Female,50,5,Manager,Divorced,3,No,3,1,26,6,3,7,7,4,7,18606
29,Research & Development,15,1,Life Sciences,Female,69,1,Research Scientist,Married,0,Yes,3,1,6,2,2,5,4,1,3,2168
22,Research & Development,3,4,Life Sciences,Male,48,1,Research Scientist,Married,0,Yes,3,1,1,5,3,0,0,0,0,2853
46,Sales,2,3,Marketing,Female,69,4,Manager,Married,8,No,4,0,28,2,3,26,15,15,9,17048
44,Research & Development,17,3,Life Sciences,Male,74,1,Research Scientist,Single,2,No,3,0,6,3,3,0,0,0,0,2290
33,Human Resources,2,3,Human Resources,Male,99,1,Human Resources,Married,1,No,3,1,5,2,3,5,4,1,4,3600
41,Research & Development,5,2,Life Sciences,Male,95,1,Research Scientist,Divorced,6,No,3,1,5,2,1,1,0,0,0,2107
30,Sales,29,4,Life Sciences,Male,61,2,Sales Executive,Divorced,8,No,3,3,8,3,3,4,3,0,3,4115
40,Sales,2,4,Medical,Male,62,2,Sales Executive,Married,5,No,3,3,5,2,3,0,0,0,0,4327
50,Research & Development,2,3,Medical,Female,30,4,Manager,Married,2,No,4,1,32,3,3,2,2,2,2,17856
28,Research & Development,19,4,Medical,Male,78,1,Laboratory Technician,Married,1,No,3,3,6,2,3,6,5,3,3,3196
46,Research & Development,15,2,Life Sciences,Male,52,5,Research Director,Married,5,No,3,1,25,2,3,4,2,0,3,19081
35,Sales,17,4,Life Sciences,Male,94,2,Sales Executive,Married,3,Yes,3,3,15,2,3,7,7,1,7,8966
24,Research & Development,17,2,Life Sciences,Female,97,1,Laboratory Technician,Married,1,No,3,1,1,3,1,1,0,0,0,2210
33,Sales,25,3,Medical,Female,82,2,Sales Executive,Married,1,No,3,1,10,3,2,10,7,0,1,4539
36,Research & Development,6,4,Life Sciences,Male,60,1,Laboratory Technician,Divorced,1,No,3,1,7,4,3,7,7,1,7,2741
30,Research & Development,7,4,Life Sciences,Male,49,2,Laboratory Technician,Divorced,1,No,3,3,10,4,2,10,7,8,9,3491
44,Research & Development,29,4,Other,Male,32,2,Research Scientist,Single,1,No,4,0,20,3,3,20,11,13,17,4541
20,Sales,21,3,Marketing,Male,43,1,Sales Representative,Single,1,No,3,0,2,2,3,2,1,2,2,2678
46,Research & Development,2,4,Technical Degree,Male,60,2,Manufacturing Director,Divorced,2,No,3,1,12,3,2,6,3,1,4,7379
42,Human Resources,2,5,Medical,Male,79,2,Human Resources,Married,7,No,3,1,10,3,4,4,3,0,3,6272
60,Sales,7,4,Marketing,Male,52,2,Sales Executive,Divorced,0,Yes,3,1,12,3,3,11,7,1,9,5220
32,Research & Development,13,3,Other,Female,77,1,Laboratory Technician,Married,1,No,4,1,2,2,3,2,2,2,2,2743
32,Research & Development,2,2,Life Sciences,Female,38,2,Research Scientist,Single,4,Yes,3,0,10,2,3,8,7,0,7,4998
36,Research & Development,1,3,Technical Degree,Female,77,3,Manufacturing Director,Divorced,2,Yes,4,1,17,2,3,7,7,7,7,10252
33,Research & Development,9,3,Medical,Male,60,1,Research Scientist,Married,0,No,3,1,15,5,3,14,10,4,10,2781
40,Sales,10,3,Technical Degree,Female,84,2,Sales Executive,Divorced,7,No,3,1,7,2,4,5,1,1,3,6852
25,Sales,10,4,Life Sciences,Male,57,2,Sales Executive,Single,0,No,3,0,5,4,3,4,3,1,1,4950
30,Research & Development,1,3,Medical,Male,63,1,Research Scientist,Married,0,Yes,4,1,12,2,3,11,9,5,7,3579
42,Research & Development,26,5,Medical,Female,60,3,Research Director,Married,3,Yes,3,0,20,6,3,1,0,0,0,13191
35,Sales,8,2,Marketing,Female,78,3,Sales Executive,Married,4,Yes,3,1,16,6,2,13,2,4,12,10377
27,Research & Development,14,3,Life Sciences,Male,42,1,Research Scientist,Married,1,Yes,3,2,9,3,2,9,7,6,8,2235
54,Research & Development,1,4,Life Sciences,Female,53,3,Manufacturing Director,Divorced,7,No,3,1,33,2,1,5,4,1,4,10502
44,Research & Development,2,1,Life Sciences,Female,72,1,Research Scientist,Married,1,No,3,1,10,5,3,10,5,7,7,2011
19,Research & Development,10,3,Medical,Female,96,1,Research Scientist,Single,1,Yes,4,0,1,2,4,1,1,0,0,1859
29,Research & Development,1,3,Life Sciences,Female,97,1,Research Scientist,Divorced,1,No,3,3,3,5,3,3,2,1,2,3760
54,Research & Development,3,3,Life Sciences,Male,85,4,Research Director,Married,3,No,3,0,36,2,3,10,9,0,9,17779
31,Research & Development,11,2,Medical,Male,80,2,Healthcare Representative,Married,1,Yes,3,0,6,2,2,6,5,0,1,6833
31,Research & Development,24,3,Medical,Female,96,2,Healthcare Representative,Single,1,No,3,0,10,2,3,10,9,1,8,6812
59,Sales,3,3,Life Sciences,Female,48,2,Sales Executive,Single,5,No,3,0,13,2,3,6,1,0,5,5171
43,Research & Development,3,3,Life Sciences,Male,96,5,Research Director,Married,3,No,3,1,25,2,3,8,7,0,7,19740
49,Research & Development,4,2,Medical,Male,85,5,Manager,Married,2,No,3,1,23,2,4,1,0,0,0,18711
36,Research & Development,3,3,Technical Degree,Male,46,1,Research Scientist,Married,1,No,3,0,12,2,2,11,10,0,7,3692
48,Research & Development,2,2,Technical Degree,Male,76,1,Laboratory Technician,Single,5,No,3,0,7,4,2,1,0,0,0,2559
27,Research & Development,4,2,Life Sciences,Male,76,1,Research Scientist,Divorced,1,No,3,3,5,2,3,5,3,0,3,2517
29,Research & Development,7,3,Life Sciences,Male,82,2,Healthcare Representative,Divorced,1,Yes,3,2,6,2,3,6,0,1,0,6623
48,Research & Development,1,3,Life Sciences,Male,76,5,Research Director,Single,6,No,3,0,25,3,4,1,0,0,0,18265
29,Research & Development,1,3,Life Sciences,Female,87,4,Research Director,Divorced,3,No,3,2,9,2,2,7,7,1,7,16124
34,Research & Development,20,3,Technical Degree,Female,89,1,Research Scientist,Married,0,No,3,0,2,5,2,1,0,0,0,2585
44,Sales,5,3,Marketing,Male,88,5,Manager,Married,7,No,3,1,26,5,3,22,9,3,10,18213
33,Sales,10,5,Marketing,Male,82,3,Sales Executive,Divorced,0,Yes,3,2,10,3,3,9,8,0,8,8380
19,Research & Development,25,3,Life Sciences,Female,57,1,Research Scientist,Single,1,Yes,3,0,1,2,3,1,0,0,1,2994
23,Research & Development,1,2,Life Sciences,Male,47,1,Research Scientist,Married,1,No,4,1,1,2,3,1,0,0,1,1223
